GeneID,IU_1.5preg_n1,IU_1.5preg_n2,IU_1.5preg_n3,IA_1.5preg_n1,IA_1.5preg_n2,IA_1.5preg_n3
Iscu,3405.0,3110.0,2621.0,2719.0,2496.0,3512.0
Gabarap,3909.0,3429.0,3066.0,4213.0,3131.0,4620.0
Ammecr1l,6191.0,5413.0,4517.0,5991.0,4117.0,6199.0
Gm5297,51.0,36.0,40.0,45.0,29.0,57.0
Slc47a1,21.0,8.0,8.0,18.0,14.0,4.0
Tex2,9028.0,8210.0,6676.0,6208.0,5038.0,6012.0
Lrrc47,2520.0,2145.0,1730.0,2241.0,1726.0,1948.0
Osgepl1,519.0,481.0,415.0,518.0,386.0,542.0
Nudt9,2139.0,1904.0,1711.0,1734.0,1523.0,2320.0
Ncald,14666.0,14462.0,11602.0,13923.0,13294.0,17240.0
Epn1,10699.0,9622.0,7979.0,9029.0,6588.0,9353.0
Gtf2f1,2741.0,2367.0,2189.0,2132.0,1474.0,2445.0
Kcnj16,3.0,0.0,2.0,3.0,3.0,4.0
Dbt,2819.0,2851.0,2440.0,2758.0,1935.0,3104.0
Cxcl2,0.0,2.0,4.0,2.0,0.0,0.0
Aldh6a1,5996.0,5381.0,4660.0,7693.0,4773.0,7379.0
Pitpnm2,6430.0,5428.0,4088.0,3968.0,2773.0,3197.0
Oas3,410.0,147.0,109.0,48.0,9.0,21.0
Myh6,78.0,16.0,19.0,14.0,18.0,4.0
Rassf4,2791.0,1710.0,1783.0,1957.0,1379.0,2221.0
Cln5,2085.0,2480.0,1791.0,2018.0,1357.0,2074.0
Pnlip,4.0,0.0,6.0,2.0,0.0,2.0
Hnrnpdl,5900.0,5418.0,4867.0,4189.0,3114.0,4087.0
Smchd1,5110.0,4059.0,3447.0,4804.0,3429.0,4928.0
Zfp362,3742.0,2921.0,2437.0,3551.0,2455.0,3266.0
Arl8b,3006.0,2549.0,2223.0,2469.0,1741.0,2520.0
Slc39a3,3562.0,2817.0,2494.0,3175.0,2119.0,3352.0
Pkm,36221.0,27538.0,26216.0,19877.0,15036.0,22699.0
Dock7,7890.0,7060.0,5491.0,7558.0,5071.0,7137.0
Ggps1,2291.0,2041.0,1745.0,2083.0,1509.0,2112.0
Glipr2,1668.0,1204.0,1211.0,1375.0,962.0,1405.0
Adam9,6984.0,6111.0,5010.0,5747.0,3555.0,5512.0
S100pbp,1472.0,1454.0,1047.0,1430.0,961.0,1395.0
Psmb1,6793.0,6086.0,5590.0,5371.0,4084.0,6650.0
Rbm18,2230.0,2137.0,1710.0,1891.0,1431.0,2125.0
Creld1,1812.0,1447.0,1219.0,1277.0,843.0,1196.0
Snhg14,409.0,421.0,315.0,447.0,288.0,349.0
Traf6,2687.0,2217.0,1858.0,2382.0,1736.0,2330.0
Cnpy4,1330.0,1017.0,877.0,1002.0,738.0,927.0
Lars2,60886.0,19199.0,44088.0,203848.0,79177.0,191438.0
Ceacam16,6.0,6.0,6.0,13.0,2.0,2.0
Epm2a,286.0,272.0,259.0,300.0,206.0,275.0
Gm12070,119.0,103.0,79.0,73.0,67.0,76.0
Prdx1,17864.0,17121.0,15973.0,13307.0,11640.0,16864.0
Zfp874a,882.0,836.0,631.0,755.0,507.0,772.0
Ero1a,2133.0,1432.0,1305.0,1341.0,968.0,1293.0
Nosip,2907.0,2584.0,2096.0,2259.0,1703.0,2513.0
Mir186,22.0,25.0,8.0,28.0,19.0,32.0
Lypd8l,19.0,6.0,11.0,39.0,30.0,90.0
Akr1b7,30.0,5.0,18.0,2.0,2.0,2.0
Cldn22,727.0,716.0,810.0,545.0,470.0,604.0
Eif2b1,1453.0,1259.0,1054.0,1057.0,708.0,1046.0
Mrm1,742.0,583.0,489.0,575.0,375.0,502.0
Actmap,353.0,401.0,256.0,339.0,280.0,321.0
Ifit3b,380.0,185.0,300.0,96.0,19.0,39.0
Rps6ka3,2568.0,1992.0,1758.0,1959.0,1225.0,1804.0
Lypd8,0.0,8.0,2.0,8.0,2.0,0.0
Gm20186,1071.0,715.0,852.0,2766.0,1999.0,3506.0
Lmtk2,5131.0,4717.0,3876.0,5279.0,3359.0,5243.0
4930413F20Rik,38.0,30.0,45.0,29.0,43.0,41.0
Slc39a4,21676.0,22701.0,18840.0,9978.0,9476.0,13566.0
A830039N20Rik,219.0,105.0,100.0,122.0,30.0,38.0
Nod2,197.0,79.0,98.0,23.0,14.0,16.0
Pdia6,33359.0,32796.0,34472.0,18360.0,15215.0,20571.0
Ube2e2,1324.0,1191.0,1123.0,1690.0,1466.0,2147.0
Rint1,1736.0,1681.0,1335.0,1929.0,1191.0,1715.0
Lins1,915.0,1387.0,777.0,895.0,762.0,1025.0
Tnfsf9,90.0,52.0,30.0,41.0,33.0,12.0
E2f6,1944.0,1626.0,1306.0,1557.0,1084.0,1598.0
Chsy1,2557.0,1950.0,1482.0,1253.0,643.0,881.0
Sprn,134.0,90.0,75.0,121.0,85.0,100.0
Samd1,1742.0,1461.0,1326.0,1324.0,948.0,1110.0
Ankrd22,21.0,28.0,29.0,36.0,18.0,98.0
Trappc2l,1227.0,1283.0,1008.0,1168.0,870.0,1220.0
Litaf,6013.0,4381.0,3763.0,5765.0,4190.0,6509.0
Zfp758,767.0,593.0,546.0,717.0,492.0,720.0
Gbp3,1865.0,1370.0,1292.0,794.0,334.0,675.0
Atp6v1g1,2172.0,2221.0,1820.0,2038.0,1790.0,2410.0
Abr,11712.0,10207.0,9358.0,13075.0,9776.0,15467.0
Poldip2,4080.0,3398.0,2930.0,3379.0,2411.0,3768.0
Kbtbd2,2546.0,2226.0,1817.0,2243.0,1647.0,2326.0
Actn2,97.0,73.0,41.0,81.0,21.0,45.0
C1galt1,1435.0,1321.0,1013.0,1358.0,1024.0,1374.0
Manf,12386.0,12389.0,12995.0,6323.0,5663.0,6672.0
Osmr,1518.0,1184.0,910.0,812.0,348.0,443.0
Olfml3,3761.0,2854.0,2904.0,4240.0,2376.0,4138.0
Ap5b1,1073.0,1065.0,733.0,905.0,631.0,909.0
Cmtm3,4192.0,2622.0,2471.0,3399.0,1923.0,3333.0
Sdhaf4,986.0,1000.0,885.0,895.0,748.0,1207.0
Trim45,1396.0,980.0,838.0,918.0,765.0,1047.0
Cxxc1,4360.0,3588.0,2976.0,3671.0,2349.0,3437.0
Sephs1,4028.0,3543.0,2982.0,2798.0,2167.0,3316.0
Cenpi,77.0,46.0,65.0,66.0,21.0,91.0
Chchd7,1187.0,1162.0,977.0,891.0,653.0,967.0
Polr2e,2974.0,2850.0,2415.0,2417.0,1972.0,2791.0
Pals2,885.0,523.0,635.0,412.0,300.0,526.0
Nckap1,12934.0,11515.0,9833.0,11609.0,8575.0,12924.0
Exosc4,1419.0,1280.0,1030.0,1050.0,752.0,1098.0
Virma,5507.0,4557.0,3892.0,4282.0,3140.0,4505.0
Dnajb9,8144.0,5509.0,5697.0,4620.0,2318.0,3341.0
Muc6,11.0,3.0,9.0,45.0,27.0,25.0
Ap5m1,1375.0,1136.0,980.0,1361.0,870.0,1176.0
Abhd13,2999.0,2590.0,2258.0,2592.0,1906.0,2846.0
Phactr2,5698.0,5294.0,3903.0,5609.0,3459.0,4986.0
Higd2a,2477.0,2424.0,2085.0,2223.0,1765.0,2359.0
Prpf19,9235.0,8026.0,6962.0,7950.0,6290.0,8488.0
Upb1,570.0,468.0,389.0,358.0,273.0,497.0
Tcn2,6147.0,4178.0,4379.0,5694.0,3155.0,6162.0
Gm6436,4.0,2.0,5.0,2.0,6.0,0.0
Slc5a5,115.0,4571.0,654.0,25.0,15.0,22.0
Pde8a,1064.0,719.0,612.0,765.0,407.0,578.0
Dnpep,3683.0,3003.0,2888.0,2552.0,1597.0,2976.0
Ceacam1,4094.0,2894.0,2366.0,3290.0,1874.0,3170.0
Mia2,35.0,26.0,10.0,19.0,18.0,23.0
Nr4a3,99.0,113.0,46.0,20.0,12.0,12.0
Slc5a3,2398.0,2235.0,1455.0,2872.0,2044.0,2343.0
Cxcr2,98.0,28.0,20.0,2.0,0.0,0.0
Dnajc27,1378.0,1189.0,1069.0,1246.0,893.0,1295.0
Etaa1,1025.0,856.0,813.0,951.0,653.0,979.0
Nr1d1,6107.0,5227.0,4258.0,8392.0,7260.0,10406.0
Tmem140,75.0,63.0,36.0,89.0,35.0,61.0
Itprid1,138.0,1095.0,439.0,16.0,6.0,27.0
Pdia5,1967.0,1928.0,1779.0,1457.0,1125.0,1526.0
Isg20l2,1963.0,1653.0,1378.0,1613.0,1259.0,1693.0
Rhof,212.0,148.0,153.0,110.0,53.0,79.0
Igha,2867.0,2213.0,1036.0,2526.0,354.0,683.0
Arg1,438.0,138.0,170.0,461.0,564.0,724.0
Mapk1,12160.0,9947.0,9109.0,10280.0,7587.0,10992.0
Enpp4,3748.0,4207.0,3448.0,3627.0,2891.0,4114.0
Daglb,1443.0,1082.0,1035.0,1206.0,803.0,1202.0
Phospho1,67.0,42.0,31.0,24.0,12.0,18.0
Sumo2,2975.0,2619.0,2316.0,2888.0,2321.0,3365.0
Zfp628,1733.0,1555.0,1255.0,1676.0,1086.0,1695.0
Wwc1,17387.0,17255.0,14042.0,14177.0,12420.0,17381.0
Fbxl15,382.0,279.0,270.0,275.0,223.0,266.0
Gm8210,85.0,40.0,94.0,74.0,85.0,96.0
Rpl15-ps6,110.0,187.0,83.0,82.0,43.0,139.0
Mrpl43,1945.0,1939.0,1629.0,1796.0,1561.0,2103.0
Rbp7,39.0,43.0,36.0,33.0,14.0,27.0
Tuba1c,884.0,839.0,769.0,755.0,687.0,653.0
Acsf2,12016.0,12589.0,8892.0,17227.0,12704.0,16672.0
Klf13,7264.0,6013.0,4808.0,7457.0,4498.0,7330.0
Abhd14b,4970.0,4777.0,4178.0,4453.0,2658.0,4720.0
Ndufv2,4465.0,3914.0,3386.0,2910.0,2205.0,3668.0
Rab22a,2484.0,2113.0,1922.0,2108.0,1487.0,2064.0
Zfp654,1924.0,1812.0,1502.0,1509.0,1028.0,1604.0
Cstb,2784.0,2709.0,2489.0,2259.0,1658.0,2397.0
Alox15,35065.0,28202.0,28007.0,16777.0,9064.0,17881.0
Bcl7c,1314.0,1293.0,1092.0,946.0,770.0,996.0
Mief1,2210.0,1810.0,1508.0,1674.0,1210.0,1664.0
Unc5cl,1515.0,928.0,615.0,1284.0,1067.0,1203.0
Rnf216,4174.0,3459.0,2889.0,3880.0,2717.0,3984.0
Rpe,2272.0,2171.0,1968.0,1718.0,1345.0,1823.0
Ap2a1,5769.0,4780.0,4154.0,4878.0,3645.0,5029.0
Smug1,1192.0,1158.0,898.0,1231.0,966.0,1337.0
Scn4a,69.0,48.0,46.0,92.0,37.0,72.0
Cyp2t4,110.0,88.0,85.0,118.0,79.0,104.0
Zfp354a,302.0,271.0,206.0,305.0,146.0,236.0
Elmo2,6158.0,5074.0,4559.0,5196.0,3516.0,5295.0
Rassf8,1707.0,1295.0,1312.0,1689.0,985.0,1448.0
Stra6,1969.0,1621.0,1624.0,2327.0,1598.0,2637.0
Tcaf1,3942.0,2912.0,2656.0,2940.0,1634.0,2558.0
Zc3h12a,566.0,377.0,228.0,632.0,418.0,441.0
Zfp119a,433.0,520.0,377.0,462.0,284.0,485.0
Tyw5,432.0,416.0,361.0,347.0,233.0,381.0
Tdrd7,3374.0,3134.0,2433.0,2987.0,2439.0,3383.0
Cd69,21.0,8.0,11.0,27.0,16.0,13.0
Hebp2,2124.0,2132.0,1974.0,875.0,756.0,1063.0
Zfp12,2194.0,1893.0,1600.0,2035.0,1486.0,2199.0
Camk2g,4962.0,3868.0,3402.0,2798.0,2002.0,2972.0
Zcchc3,1795.0,1461.0,1287.0,1162.0,1003.0,1300.0
Mpzl3,484.0,425.0,356.0,256.0,126.0,216.0
Adh1,6080.0,4665.0,4105.0,4627.0,2277.0,4175.0
Ccn1,1285.0,896.0,1054.0,1549.0,1074.0,2127.0
Tgoln1,13606.0,11658.0,10347.0,12752.0,9109.0,13952.0
Igtp,1698.0,1395.0,1243.0,653.0,438.0,699.0
Stat5a,3058.0,4792.0,2083.0,1910.0,1391.0,2108.0
Zfp560,960.0,789.0,675.0,801.0,520.0,845.0
Arl6ip1,9002.0,8697.0,7380.0,8360.0,5973.0,9876.0
Spcs2,9691.0,10103.0,8873.0,9137.0,7354.0,10586.0
Xbp1,14543.0,12771.0,11656.0,14129.0,9016.0,12666.0
Rn7sk,242.0,202.0,300.0,513.0,639.0,490.0
Aldh18a1,21330.0,20034.0,19043.0,11036.0,7867.0,12414.0
H3f3c,403.0,442.0,340.0,452.0,367.0,377.0
Krt4,8.0,8.0,13.0,2.0,6.0,6.0
Car9,848.0,344.0,390.0,1239.0,957.0,1372.0
Gpr143,28.0,16.0,18.0,27.0,16.0,39.0
Gga3,2348.0,2076.0,1619.0,2357.0,1437.0,1960.0
Ilf3,8760.0,7200.0,5997.0,6355.0,4073.0,6165.0
Epha1,1737.0,1647.0,1295.0,1653.0,1152.0,1773.0
Alyref,1685.0,1383.0,1205.0,1170.0,884.0,1169.0
Prnd,171.0,78.0,96.0,107.0,29.0,25.0
F5,313.0,143.0,236.0,10.0,18.0,23.0
Ntng1,283.0,235.0,284.0,232.0,228.0,274.0
Nell2,47.0,13.0,20.0,25.0,9.0,16.0
Msto1,1188.0,933.0,862.0,1003.0,671.0,1169.0
Nabp2,2235.0,2074.0,1768.0,1589.0,1202.0,1740.0
Suco,16298.0,17220.0,14373.0,9685.0,6210.0,10250.0
Sftpd,5853.0,2392.0,3592.0,3261.0,1553.0,3751.0
Lama3,8156.0,6541.0,5648.0,6039.0,4049.0,6360.0
Lgals3bp,7162.0,4816.0,5424.0,2145.0,1616.0,2328.0
AA467197,42.0,5.0,4.0,8.0,6.0,1.0
Sec24c,13227.0,12554.0,9837.0,9945.0,7645.0,10681.0
Pbx3,1351.0,1094.0,1137.0,1211.0,875.0,1333.0
Pappa2,358.0,149.0,189.0,558.0,106.0,291.0
Scg2,0.0,0.0,0.0,0.0,0.0,0.0
Rab26os,110.0,84.0,105.0,89.0,22.0,71.0
Aqp8,4.0,19.0,6.0,34.0,42.0,3.0
Atp5c1,9838.0,8583.0,8067.0,7859.0,5519.0,9594.0
Cuedc2,3085.0,2754.0,2123.0,2374.0,1572.0,2682.0
Oasl1,427.0,151.0,183.0,217.0,158.0,242.0
Cilp,2641.0,1454.0,1096.0,1623.0,452.0,940.0
Ddit3,852.0,645.0,620.0,813.0,361.0,732.0
Rps4x,21246.0,18530.0,16748.0,14485.0,10561.0,16990.0
Gna13,5196.0,4376.0,3923.0,4957.0,3752.0,4985.0
Mup6,52.0,35.0,42.0,12.0,17.0,22.0
Ighv9-3,32.0,9.0,10.0,0.0,0.0,0.0
Fgl2,30755.0,21014.0,27260.0,21276.0,11310.0,26879.0
Rpl36-ps12,261.0,203.0,220.0,187.0,135.0,160.0
Ulk3,1509.0,1379.0,997.0,1542.0,913.0,1159.0
Esr1,31476.0,22546.0,19056.0,22831.0,14064.0,21067.0
Ino80e,1266.0,1005.0,798.0,802.0,710.0,1012.0
Adm2,31.0,0.0,13.0,4.0,0.0,3.0
Car3,24.0,2367.0,21.0,20.0,7.0,231.0
Sv2c,527.0,403.0,377.0,469.0,345.0,402.0
Tmem176a,17307.0,14201.0,14072.0,15317.0,9765.0,18280.0
Akt1s1,4555.0,4241.0,3688.0,3384.0,2304.0,3664.0
Gm10052,949.0,922.0,702.0,976.0,632.0,912.0
Irf2bp2,5877.0,5049.0,4152.0,6308.0,4554.0,5838.0
Slc15a3,199.0,165.0,120.0,78.0,73.0,68.0
Ccdc25,1596.0,1563.0,1396.0,1741.0,1459.0,2148.0
Nlrp6,919.0,608.0,712.0,599.0,389.0,561.0
Tti1,2325.0,2113.0,1601.0,2039.0,1514.0,2227.0
Gapdhs,62.0,64.0,36.0,120.0,40.0,81.0
Crot,12078.0,10841.0,10428.0,5065.0,3754.0,5508.0
Rpp25l,1084.0,934.0,799.0,848.0,682.0,969.0
Arf6,10035.0,9423.0,7759.0,8538.0,5975.0,8387.0
Zfp873,493.0,404.0,345.0,495.0,279.0,382.0
Dnajc1,4843.0,5556.0,3867.0,4435.0,2830.0,4336.0
Golm2,5196.0,4710.0,4713.0,5119.0,3691.0,5576.0
Bc1,57.0,24.0,73.0,16.0,12.0,39.0
Zfp516,10198.0,10958.0,7984.0,10911.0,7897.0,10900.0
Pcdhac2,22.0,18.0,8.0,35.0,25.0,26.0
Bmal1,2039.0,1674.0,1504.0,1508.0,1389.0,2202.0
Dph7,941.0,801.0,770.0,643.0,565.0,631.0
Mmp24,10.0,12.0,13.0,21.0,23.0,36.0
Fzd6,10844.0,14531.0,10613.0,11894.0,9903.0,13924.0
Gpr137b-ps,1059.0,771.0,636.0,1002.0,474.0,833.0
Nr4a2,394.0,215.0,216.0,503.0,325.0,383.0
H2-T9,106.0,90.0,65.0,183.0,178.0,231.0
H2bc21,1250.0,1138.0,817.0,1019.0,566.0,911.0
Churc1,1583.0,1507.0,1362.0,1558.0,1099.0,1777.0
Spcs3,5305.0,5760.0,4891.0,3622.0,2670.0,3449.0
Tmco1,3785.0,3364.0,3043.0,3192.0,2413.0,3517.0
Krt8,32142.0,36042.0,30671.0,26248.0,21160.0,31193.0
Krt20,45.0,2.0,10.0,44.0,44.0,48.0
Hsd17b12,2858.0,2698.0,2344.0,2494.0,2256.0,3007.0
Tmem18,1947.0,1578.0,1532.0,1740.0,1184.0,1740.0
Itpkb,6083.0,4881.0,4172.0,5100.0,3301.0,4764.0
Rpl5-ps2,79.0,59.0,50.0,60.0,75.0,53.0
Snora33,15.0,5.0,13.0,17.0,8.0,12.0
Ppp3cc,1093.0,902.0,756.0,1010.0,692.0,924.0
Mettl25,465.0,419.0,315.0,413.0,334.0,355.0
Zfp410,2085.0,2064.0,1765.0,1894.0,1310.0,2023.0
Ndufb11,4256.0,4444.0,4098.0,3983.0,3059.0,4313.0
Pmf1,772.0,754.0,505.0,548.0,309.0,482.0
Lif,102.0,61.0,85.0,191.0,149.0,197.0
Unc13b,4658.0,4902.0,3425.0,4411.0,3006.0,4101.0
Nr1d2,4474.0,4010.0,3189.0,6580.0,4500.0,5459.0
Ptdss1,3799.0,3680.0,3014.0,3046.0,2131.0,3660.0
ATP6,1491.0,1965.0,1265.0,626.0,514.0,1217.0
R3hcc1,1437.0,1223.0,1185.0,1203.0,878.0,1388.0
Gapdh,3404.0,2736.0,2491.0,1531.0,1199.0,1902.0
Mmp13,54.0,52.0,37.0,66.0,30.0,50.0
Fpgt,1525.0,1284.0,1224.0,1510.0,1165.0,1747.0
Krtcap2,2417.0,2476.0,2353.0,2253.0,1511.0,2345.0
Stt3a,14956.0,13645.0,12447.0,13523.0,10245.0,15310.0
Gm6030,52.0,43.0,32.0,39.0,41.0,30.0
Csnk2b,4351.0,3899.0,3582.0,3688.0,2976.0,4677.0
Uhmk1,1860.0,1727.0,1151.0,1757.0,1145.0,1461.0
Nim1k,155.0,137.0,181.0,188.0,81.0,157.0
Rpl13a,16768.0,16704.0,15897.0,10166.0,7810.0,12056.0
Atp5a1,37297.0,32240.0,29351.0,29624.0,23121.0,34097.0
Mier1,5931.0,5401.0,4478.0,5752.0,3933.0,5816.0
Clspn,147.0,64.0,78.0,69.0,12.0,48.0
Ccl28,4411.0,1700.0,2933.0,2073.0,1501.0,2492.0
Mgat4b,5308.0,4291.0,4029.0,3911.0,2825.0,4489.0
Borcs7,1075.0,891.0,731.0,877.0,795.0,1197.0
Tmem179b,1184.0,1096.0,895.0,1058.0,810.0,1115.0
Zfp119b,375.0,410.0,343.0,374.0,314.0,425.0
